step,jet-train-acc,jet-validate-acc,jet-test-acc,,red-train-acc,red-validate-acc,red-test-acc,,fu-jet-train-acc,fu-jet-validate-acc,fu-jet-test-acc,,vgg-train-acc,vgg-validate-acc,vgg-test-acc,,fu-red-train-acc,fu-red-validate-acc,fu-red-test-acc,,3-jet-train-acc,3-jet-validate-acc,3-jet-test-acc
,,,,,,,,,,,,,,,,,0.846825538,0.88524489,0.886324442,,0.793244609,0.845124841,0.849825493
,,,,,,,,,,,,,,,,,0.847077704,0.886128894,0.887531441,,0.792418223,0.846222298,0.850884392
,,,,,,,,,,,,,,,,,0.847377731,0.885347563,0.886469979,,0.790960596,0.845391163,0.850080403
,,,,,,,,,,,,,,,,,0.847475726,0.885156595,0.886033248,,0.792145632,0.845064913,0.849869834
,,,,,,,,,,,,,,,,,0.846935112,0.884774784,0.88620791,,0.792206129,0.845831065,0.850455409
,,,,,,,,,,,,,,,,,0.846100492,0.885309032,0.886063177,,0.792055279,0.845885226,0.850478172
,,,,,,,,,,,,,,,,,0.846931177,0.884762431,0.885920282,,0.792850864,0.844981581,0.849672487
,,,,,,,,,,,,,,,,,0.845965062,0.885723946,0.886732681,,0.79329258,0.845689519,0.850392188
,,,,,,,,,,,,,,,,,0.8470711,0.884608362,0.885801796,,0.792957556,0.845865878,0.850593785
,,,,,,,,,,,,,,,,,0.846302147,0.884597377,0.885730931,,0.79247852,0.845633664,0.850293207
,,,,,,,,,,,,,,,,,0.846481903,0.885325884,0.886355958,,0.792140747,0.844221987,0.848936638
,,,,,,,,,,,,,,,,,0.846743729,0.885313809,0.886456295,,0.793334632,0.844501643,0.849226732
,,,,,,,,,,,,,,,,,0.846082347,0.885538466,0.886194066,,0.792160437,0.846162729,0.850851868
,,,,,,,,,,,,,,,,,0.846471875,0.885331902,0.886509044,,0.793293689,0.845707242,0.850420512
,,,,,,,,,,,,,,,,,0.846608012,0.885164985,0.886129373,,0.792138879,0.845118865,0.849759195
,,,,,,,,,,,,,,,,,0.847111474,0.884738085,0.885866554,,0.792490841,0.845766148,0.85031687
,,,,,,,,,,,,,,,,,0.847212523,0.885079563,0.886036427,,0.792689929,0.845929148,0.850442661
,,,,,,,,,,,,,,,,,0.847533792,0.885025791,0.885624874,,0.792969462,0.844848525,0.849444543
,,,,,,,,,,,,,,,,,0.847314512,0.886100238,0.886855318,,0.792905191,0.844763139,0.849272404
,,,,,,,,,,,,,,,,,0.846132819,0.885776257,0.886627426,,0.792610238,0.84591477,0.850556548
,,,,,,,,,,,,,,,,,0.846894919,0.884924998,0.886087502,,0.792859171,0.844113591,0.848770014
,,,,,,,,,,,,,,,,,0.847340376,0.885834179,0.886768883,,0.793218342,0.845685908,0.850234461
,,,,,,,,,,,,,,,,,0.847773146,0.885528448,0.886467789,,0.793142858,0.845416016,0.850168737
,,,,,,,,,,,,,,,,,0.847540654,0.885705203,0.886555914,,0.792810595,0.844643192,0.849290966
,,,,,,,,,,,,,,,,,0.847268525,0.884440443,0.88528437,,0.793073943,0.845369819,0.849963337
,,,,,,,,,,,,,,,,,0.846937191,0.884996233,0.886142209,,0.792855775,0.845588329,0.850291609
,,,,,,,,,,,,,,,,,0.847416246,0.886274312,0.887270842,,0.792166919,0.844053881,0.848708163
,,,,,,,,,,,,,,,,,0.847694814,0.886940783,0.887324213,,0.792535948,0.843432632,0.848219423
,,,,,,,,,,,,,,,,,0.847891707,0.884950986,0.885940643,,0.791821692,0.846210394,0.850972473
,,,,,,,,,,,,,,,,,0.847561868,0.885583083,0.886354923,,0.792703232,0.845265835,0.850112925
,,,,,,,,,,,,,,,,,0.847948228,0.886769488,0.887871453,,0.79313108,0.845175098,0.84993619
,,,,,,,,,,,,,,,,,0.847729652,0.886333739,0.887453716,,0.793215269,0.84553286,0.850172618
,,,,,,,,,,,,,,,,,0.848371303,0.886003772,0.88732915,,0.792763175,0.845975419,0.850668527
,,,,,,,,,,,,,,,,,0.847793586,0.885928832,0.886880029,,0.793471549,0.845811745,0.850576919
,,,,,,,,,,,,,,,,,0.848349229,0.885151202,0.886152193,,0.792959363,0.845503153,0.850217924
,,,,,,,,,,,,,,,,,0.848108674,0.884896243,0.886093101,,0.793117628,0.845332115,0.850054181
,,,,,,,,,,,,,,,,,0.848188575,0.886962003,0.888246069,,0.793310307,0.844795352,0.849708246
,,,,,,,,,,,,,,,,,0.848402292,0.886625982,0.887730217,,0.793169879,0.844680009,0.849464874
,,,,,,,,,,,,,,,,,0.847944653,0.88602538,0.887412311,,0.792719858,0.846062515,0.850756166
,,,,,,,,,,,,,,,,,0.847678607,0.887157403,0.888552718,,0.793327734,0.846076166,0.850926604
,,,,,,,,,,,,,,,,,0.848137042,0.88699934,0.888299305,,0.792722657,0.845762167,0.850402121
,,,,,,,,,,,,,,,,,0.847819836,0.887112617,0.888206267,,0.793195695,0.846630661,0.85125296
,,,,,,,,,,,,,,,,,0.848122725,0.885842089,0.887010095,,0.794127713,0.846253946,0.850901982
,,,,,,,,,,,,,,,,,0.84758073,0.886438599,0.887336362,,0.794155634,0.846959273,0.851531247
,,,,,,,,,,,,,,,,,0.848162717,0.886314213,0.887570932,,0.794089451,0.846172133,0.8507603
,,,,,,,,,,,,,,,,,0.847319934,0.886542639,0.887525167,,0.793183127,0.845168438,0.849887558
,,,,,,,,,,,,,,,,,0.847644973,0.885511634,0.886917482,,0.793294425,0.846315474,0.85093449
,,,,,,,,,,,,,,,,,0.847586716,0.886104427,0.887557405,,0.79355457,0.846870044,0.851579379
,,,,,,,,,,,,,,,,,0.847573321,0.88555705,0.886911248,,0.79438501,0.846217217,0.850834385
,,,,,,,,,,,,,,,,,0.8481342,0.88730666,0.888623296,,0.793959356,0.846530447,0.851228465
,,,,,,,,,,,,,,,,,0.849214927,0.886845206,0.887941997,,0.793665874,0.845786,0.85052569
,,,,,,,,,,,,,,,,,0.848474121,0.887768633,0.888698051,,0.793853591,0.846412167,0.851071912
,,,,,,,,,,,,,,,,,0.848697985,0.886403903,0.887617867,,0.794872915,0.846449461,0.851135369
,,,,,,,,,,,,,,,,,0.848835126,0.887240676,0.888544692,,0.793274708,0.846149794,0.850866887
,,,,,,,,,,,,,,,,,0.849440314,0.887265154,0.888237949,,0.794555293,0.845665477,0.850424673
,,,,,,,,,,,,,,,,,0.848868409,0.886678462,0.887827188,,0.794105983,0.845733882,0.850424445
,,,,,,,,,,,,,,,,,0.848817855,0.886422863,0.887782805,,0.793620952,0.846748403,0.85144806
,,,,,,,,,,,,,,,,,0.849568033,0.886916501,0.88821517,,0.795201625,0.846803635,0.851536479
,,,,,,,,,,,,,,,,,0.849763316,0.888450968,0.889668932,,0.795277805,0.847219132,0.851887822
,,,,,,,,,,,,,,,,,0.850231473,0.886679572,0.887935827,,0.794453636,0.846996483,0.851714215
,,,,,,,,,,,,,,,,,0.849503177,0.8874597,0.888202985,,0.795524383,0.847482622,0.852145236
,,,,,,,,,,,,,,,,,0.849402843,0.886307156,0.887581349,,0.795954016,0.848266433,0.85284195
,,,,,,,,,,,,,,,,,0.849384472,0.888373021,0.889131332,,0.796691405,0.847947172,0.852451424
,,,,,,,,,,,,,,,,,0.850256572,0.886747192,0.88763978,,0.795904247,0.846728899,0.851384049
,,,,,,,,,,,,,,,,,0.84943414,0.886791931,0.887747051,,0.79419567,0.846569681,0.851291289
,,,,,,,,,,,,,,,,,0.849224348,0.886117621,0.887512489,,0.79457093,0.846806941,0.851491246
,,,,,,,,,,,,,,,,,0.850072489,0.887831693,0.889129389,,0.793989563,0.84783382,0.852500854
,,,,,,,,,,,,,,,,,0.850718671,0.886439421,0.887978941,,0.79517147,0.84678984,0.851532074
,,,,,,,,,,,,,,,,,0.850418509,0.887671763,0.88900614,,0.795200424,0.847366875,0.852147794
,,,,,,,,,,,,,,,,,0.850820009,0.887441048,0.888430603,,0.79519912,0.846549204,0.851291501
,,,,,,,,,,,,,,,,,0.850456742,0.886496381,0.88752747,,0.794820709,0.847955456,0.852668544
,,,,,,,,,,,,,,,,,0.850682958,0.888221668,0.88928758,,0.795311661,0.847363353,0.852031114
,,,,,,,,,,,,,,,,,0.851253632,0.887736772,0.88883494,,0.79506343,0.847384497,0.852071685
,,,,,,,,,,,,,,,,,0.851186588,0.887952279,0.888965946,,0.794080058,0.847043642,0.851766352
,,,,,,,,,,,,,,,,,0.851789319,0.88799425,0.889225565,,0.793853919,0.846893955,0.851647208
,,,,,,,,,,,,,,,,,0.851484989,0.887393088,0.888344809,,0.794629051,0.846703163,0.851246456
,,,,,,,,,,,,,,,,,0.851342086,0.887002601,0.887772197,,0.794529102,0.84783939,0.852464331
,,,,,,,,,,,,,,,,,0.851226223,0.88710506,0.888225241,,0.795716089,0.846753731,0.851436958
,,,,,,,,,,,,,,,,,0.851879988,0.888434823,0.889400195,,0.794645495,0.847308109,0.85194703
,,,,,,,,,,,,,,,,,0.852342399,0.887555446,0.888667924,,0.795453935,0.84714546,0.851670152
,,,,,,,,,,,,,,,,,0.852616986,0.888370027,0.889655119,,0.795109525,0.84817544,0.852815011
,,,,,,,,,,,,,,,,,0.853051552,0.889239219,0.890351598,,0.794677944,0.847129437,0.851924583
,,,,,,,,,,,,,,,,,0.852607056,0.889055041,0.89015598,,0.794590564,0.846677891,0.851415543
,,,,,,,,,,,,,,,,,0.852595356,0.88757146,0.888678821,,0.795154672,0.846502068,0.851239221
,,,,,,,,,,,,,,,,,0.852525842,0.889217782,0.890498525,,0.794526892,0.846514594,0.851300729
,,,,,,,,,,,,,,,,,0.85213802,0.888786882,0.889733826,,0.795389347,0.846261375,0.850910686
,,,,,,,,,,,,,,,,,0.851937425,0.888188214,0.889357663,,0.794597908,0.84742354,0.852129407
,,,,,,,,,,,,,,,,,0.85202821,0.887971778,0.889298263,,0.795033083,0.846246478,0.850844231
,,,,,,,,,,,,,,,,,0.852344724,0.890354654,0.891610983,,0.794445176,0.846915139,0.851627886
,,,,,,,,,,,,,,,,,0.852849376,0.889195055,0.890398468,,0.795103123,0.847314227,0.852034345
,,,,,,,,,,,,,,,,,0.852710996,0.888586545,0.889871235,,0.795908211,0.84746551,0.852178223
,,,,,,,,,,,,,,,,,0.85309978,0.888061928,0.889551821,,0.795411804,0.846068494,0.850967973
,,,,,,,,,,,,,,,,,0.853088722,0.888504179,0.889523183,,0.795628795,0.847145774,0.851734598
,,,,,,,,,,,,,,,,,0.852143275,0.887834958,0.889245219,,0.795902031,0.847993991,0.852685952
,,,,,,,,,,,,,,,,,0.851767066,0.888050463,0.889396477,,0.795622223,0.846783623,0.851421202
,,,,,,,,,,,,,,,,,0.852608633,0.888437581,0.890062129,,0.795064263,0.847954543,0.852718091
,,,,,,,,,,,,,,,,,0.852045629,0.888165536,0.889667315,,0.795615809,0.848615365,0.853352048
,,,,,,,,,,,,,,,,,0.851482756,0.8883268,0.889627672,,0.795491402,0.847851303,0.852534396
,,,,,,,,,,,,,,,,,0.851063765,0.888160771,0.889296252,,0.795921527,0.847081451,0.851763317
,,,,,,,,,,,,,,,,,0.851796562,0.888271875,0.889193698,,0.796706491,0.847672021,0.852400435
,,,,,,,,,,,,,,,,,0.852358149,0.887911354,0.889132893,,0.796418614,0.846453632,0.851329004
,,,,,,,,,,,,,,,,,0.85285393,0.888492471,0.889306383,,0.795720128,0.847456941,0.852140454
,,,,,,,,,,,,,,,,,0.852798754,0.888380676,0.889676273,,0.795649644,0.846917613,0.851671808
,,,,,,,,,,,,,,,,,0.852837515,0.888466806,0.889754251,,0.795710676,0.847226453,0.851958439
,,,,,,,,,,,,,,,,,0.852603305,0.888829332,0.889789605,,0.796307665,0.846917411,0.851681121
,,,,,,,,,,,,,,,,,0.853218601,0.890134506,0.890979058,,0.795506802,0.84754447,0.852201673
,,,,,,,,,,,,,,,,,0.853344823,0.890538837,0.891672045,,0.795250852,0.847662136,0.852316181
,,,,,,,,,,,,,,,,,0.853781513,0.890278261,0.891153715,,0.796089364,0.848641762,0.853191486
,,,,,,,,,,,,,,,,,0.854327244,0.889604688,0.890080413,,0.79605298,0.846738155,0.851459545
,,,,,,,,,,,,,,,,,0.853295776,0.888842405,0.889781141,,0.794983016,0.847644624,0.852308794
,,,,,,,,,,,,,,,,,0.853585968,0.889713237,0.890789964,,0.795029358,0.847412677,0.852179802
,,,,,,,,,,,,,,,,,0.85301183,0.88952974,0.890487698,,0.796384129,0.847730381,0.852374861
,,,,,,,,,,,,,,,,,0.853512604,0.890277216,0.891210142,,0.796527109,0.846453993,0.851070278
,,,,,,,,,,,,,,,,,0.853394388,0.889411505,0.890748061,,0.796765627,0.847365392,0.852070386
,,,,,,,,,,,,,,,,,0.854371795,0.890620593,0.891750409,,0.796093303,0.847569886,0.852244337
,,,,,,,,,,,,,,,,,0.854493414,0.890436435,0.891624138,,0.796788573,0.847984702,0.852582317
,,,,,,,,,,,,,,,,,0.853427903,0.890351884,0.891425013,,0.797766085,0.848461841,0.853062531
,,,,,,,,,,,,,,,,,0.853030189,0.890112534,0.891267091,,0.796304374,0.848231786,0.852882716
,,,,,,,,,,,,,,,,,0.852776602,0.890056806,0.890870176,,0.796292017,0.847328577,0.852103454
,,,,,,,,,,,,,,,,,0.853307657,0.889130396,0.889925497,,0.795340126,0.847541946,0.852221185
,,,,,,,,,,,,,,,,,0.8531036,0.889797869,0.890781401,,0.796877763,0.848850006,0.853483785
,,,,,,,,,,,,,,,,,0.85351618,0.889919584,0.890745354,,0.796400045,0.847469499,0.852133656
,,,,,,,,,,,,,,,,,0.853763948,0.890831601,0.892343311,,0.796432829,0.848584161,0.853228329
,,,,,,,,,,,,,,,,,0.854306463,0.890124019,0.891069508,,0.797339911,0.847386678,0.852021887
,,,,,,,,,,,,,,,,,0.853286558,0.890752056,0.891617243,,0.796667137,0.848779954,0.85334842
,,,,,,,,,,,,,,,,,0.853901832,0.890484047,0.891415029,,0.796359999,0.847014856,0.851620575
,,,,,,,,,,,,,,,,,0.854399138,0.890746875,0.891931895,,0.79498394,0.847615011,0.852366388
,,,,,,,,,,,,,,,,,0.85462321,0.889841945,0.890943217,,0.796023331,0.847386025,0.851860095
,,,,,,,,,,,,,,,,,0.853409402,0.889766389,0.890717461,,0.79581077,0.847542345,0.852220272
,,,,,,,,,,,,,,,,,0.8540828,0.890063586,0.891278032,,0.796257294,0.847472451,0.852130841
,,,,,,,,,,,,,,,,,0.854960515,0.890958998,0.891756885,,0.796375226,0.848426578,0.853085388
,,,,,,,,,,,,,,,,,0.854495749,0.890314541,0.891552946,,0.794725051,0.848869766,0.85356021
,,,,,,,,,,,,,,,,,0.854992246,0.89062883,0.891726149,,0.796199649,0.848066888,0.852590186
,,,,,,,,,,,,,,,,,0.855100154,0.89159987,0.892565541,,0.796670475,0.846695939,0.851323887
,,,,,,,,,,,,,,,,,0.855537153,0.890272128,0.891191676,,0.796263719,0.847193259,0.851829719
,,,,,,,,,,,,,,,,,0.853926656,0.889969743,0.890988729,,0.795690626,0.847739951,0.852438907
,,,,,,,,,,,,,,,,,0.853736843,0.889834808,0.890641333,,0.79579737,0.847906844,0.852591997
,,,,,,,,,,,,,,,,,0.854092063,0.890360357,0.891226142,,0.79660165,0.84794535,0.852549108
,,,,,,,,,,,,,,,,,0.855269124,0.890959885,0.891940168,,0.797105157,0.846210597,0.850911337
,,,,,,,,,,,,,,,,,0.85493779,0.89076672,0.891750834,,0.797404371,0.84892476,0.853466967
,,,,,,,,,,,,,,,,,0.854756899,0.891186504,0.892105442,,0.796873083,0.84836994,0.852994594
,,,,,,,,,,,,,,,,,0.854145761,0.890059379,0.890578779,,0.796815013,0.847671607,0.85232577
,,,,,,,,,,,,,,,,,0.854047135,0.890194853,0.890724903,,0.79753434,0.847974409,0.852597484
,,,,,,,,,,,,,,,,,0.855037832,0.891375104,0.892322928,,0.797139572,0.850109555,0.854696056
,,,,,,,,,,,,,,,,,0.855976297,0.891449967,0.892267373,,0.797318579,0.848045216,0.852699716
,,,,,,,,,,,,,,,,,0.8562735,0.891708173,0.892460259,,0.797198298,0.847473372,0.852091793
,,,,,,,,,,,,,,,,,0.855073815,0.890597823,0.891512214,,0.797393506,0.848783523,0.85351386
,,,,,,,,,,,,,,,,,0.856199649,0.892070666,0.893092877,,0.798172508,0.849508381,0.854045632
,,,,,,,,,,,,,,,,,0.856426629,0.891685681,0.892662346,,0.798447461,0.849497719,0.85403123
,,,,,,,,,,,,,,,,,0.856523414,0.892733226,0.893702087,,0.797082131,0.847799512,0.85247755
,,,,,,,,,,,,,,,,,0.856687807,0.890763218,0.891951957,,0.797135323,0.848276228,0.852890598
,,,,,,,,,,,,,,,,,0.857109471,0.892977866,0.893856272,,0.79723688,0.849011008,0.853616563
,,,,,,,,,,,,,,,,,0.857540633,0.892537772,0.89387142,,0.797441902,0.849245847,0.853812297
,,,,,,,,,,,,,,,,,0.857048012,0.892398781,0.89357425,,0.797262356,0.848098137,0.852634785
,,,,,,,,,,,,,,,,,0.856663396,0.892163843,0.893176744,,0.797038097,0.847590562,0.852344265
,,,,,,,,,,,,,,,,,0.856302922,0.892911871,0.893779751,,0.798881251,0.84886723,0.853282877
,,,,,,,,,,,,,,,,,0.856192058,0.892955573,0.894034018,,0.797039957,0.849038206,0.853578758
,,,,,,,,,,,,,,,,,0.855894832,0.890821111,0.891848269,,0.796852115,0.848635344,0.853305383
,,,,,,,,,,,,,,,,,0.855832515,0.89061668,0.891568015,,0.797798158,0.848856617,0.853491052
,,,,,,,,,,,,,,,,,0.855893043,0.891866226,0.892716045,,0.79673508,0.848321388,0.852957399
,,,,,,,,,,,,,,,,,0.856460009,0.892157777,0.893217659,,0.797243611,0.848033103,0.85272541
,,,,,,,,,,,,,,,,,0.85587154,0.893330035,0.894351508,,0.797251165,0.848667281,0.853335326
,,,,,,,,,,,,,,,,,0.856246082,0.891884727,0.892941086,,0.79727077,0.848230328,0.852817808
,,,,,,,,,,,,,,,,,0.856437527,0.892960399,0.893929902,,0.797740402,0.847968389,0.852544771
,,,,,,,,,,,,,,,,,0.85672976,0.892530802,0.893204947,,0.797214282,0.849019014,0.853719659
,,,,,,,,,,,,,,,,,0.856981172,0.892879664,0.893873721,,0.796818697,0.849789082,0.85439292
,,,,,,,,,,,,,,,,,0.856476404,0.893804233,0.894979275,,0.797260621,0.847949897,0.852542362
,,,,,,,,,,,,,,,,,0.856865822,0.892703198,0.89360387,,0.797564799,0.848867845,0.853470011
,,,,,,,,,,,,,,,,,0.857031918,0.891812033,0.892959225,,0.797094161,0.847981481,0.85263947
,,,,,,,,,,,,,,,,,0.856261603,0.891926679,0.892823378,,0.797737436,0.84803023,0.852678161
,,,,,,,,,,,,,,,,,0.85693144,0.892366359,0.89356706,,0.797558463,0.849240529,0.853911609
,,,,,,,,,,,,,,,,,0.857392892,0.89285056,0.893908344,,0.798612439,0.848781577,0.85345288
,,,,,,,,,,,,,,,,,0.857696994,0.892246791,0.89342814,,0.798732801,0.849750808,0.854301751
,,,,,,,,,,,,,,,,,0.856412905,0.891869731,0.8927627,,0.79819796,0.84947851,0.854082967
,,,,,,,,,,,,,,,,,0.856504239,0.893472323,0.894177273,,0.798457119,0.848760873,0.853302864
,,,,,,,,,,,,,,,,,0.857244671,0.893031854,0.89430733,,0.796274994,0.848345491,0.853029642
,,,,,,,,,,,,,,,,,0.85748222,0.893048067,0.894166296,,0.798214129,0.8484936,0.853006889
,,,,,,,,,,,,,,,,,0.857070688,0.892483778,0.893359231,,0.797226596,0.847848262,0.852557803
,,,,,,,,,,,,,,,,,0.857118921,0.892892642,0.893999684,,0.798237764,0.849086415,0.853717546
,,,,,,,,,,,,,,,,,0.858332102,0.893152018,0.894603069,,0.797716705,0.848322744,0.853054323
,,,,,,,,,,,,,,,,,0.857762198,0.892759888,0.894246525,,0.795801475,0.849643536,0.854273601
,,,,,,,,,,,,,,,,,0.857222721,0.893021299,0.894200267,,0.797837019,0.849341412,0.853929546
,,,,,,,,,,,,,,,,,0.85681005,0.893199241,0.894584912,,0.797234591,0.84853232,0.8529366
,,,,,,,,,,,,,,,,,0.857485203,0.89185259,0.893231773,,0.79759231,0.848820007,0.853330894
,,,,,,,,,,,,,,,,,0.856323674,0.891977794,0.893123318,,0.798198485,0.850087795,0.854608237
,,,,,,,,,,,,,,,,,0.856976839,0.893453213,0.894384102,,0.798698051,0.848738183,0.853392405
,,,,,,,,,,,,,,,,,0.856740842,0.891382133,0.892090283,,0.798305857,0.849815495,0.854391897
,,,,,,,,,,,,,,,,,0.857143614,0.892241502,0.893259207,,0.798350833,0.850481816,0.855035384
,,,,,,,,,,,,,,,,,0.857186997,0.893348858,0.894497841,,0.798259942,0.849063721,0.853612481
,,,,,,,,,,,,,,,,,0.857386785,0.891885805,0.892842701,,0.798981258,0.849848309,0.854416829
,,,,,,,,,,,,,,,,,0.857132275,0.892479362,0.893294434,,0.798484025,0.848966216,0.8535343
,,,,,,,,,,,,,,,,,0.856995152,0.892792441,0.894086022,,0.798594618,0.848983107,0.853584113
,,,,,,,,,,,,,,,,,0.856632076,0.893205684,0.894243469,,0.797617939,0.848883833,0.8535612
,,,,,,,,,,,,,,,,,0.856476311,0.89287444,0.894122939,,0.798267954,0.849161716,0.853752094
,,,,,,,,,,,,,,,,,0.856804609,0.892061873,0.893212138,,0.797905442,0.848165312,0.852812618
,,,,,,,,,,,,,,,,,0.856989053,0.891285549,0.892541185,,0.797360725,0.85001357,0.854612452
,,,,,,,,,,,,,,,,,0.856960797,0.893304871,0.894453949,,0.799063864,0.849693676,0.854260746
,,,,,,,,,,,,,,,,,0.857092147,0.891980784,0.893424578,,0.798815656,0.848886642,0.853525354
,,,,,,,,,,,,,,,,,0.857382164,0.893372528,0.894665793,,0.797708721,0.850246571,0.854836837
,,,,,,,,,,,,,,,,,0.857771535,0.892646735,0.893666716,,0.798602764,0.849111482,0.853707142
,,,,,,,,,,,,,,,,,0.856726125,0.892473487,0.893665658,,0.799280351,0.85031865,0.854934835
,,,,,,,,,,,,,,,,,0.857519091,0.893204205,0.894178186,,0.79811563,0.848778582,0.853386758
,,,,,,,,,,,,,,,,,0.858008808,0.892891373,0.894047372,,0.798579183,0.848559511,0.853102046
,,,,,,,,,,,,,,,,,0.85871817,0.893413457,0.894653641,,0.79868761,0.849561396,0.854085045
,,,,,,,,,,,,,,,,,0.858558897,0.894125072,0.895226639,,0.799016093,0.849188392,0.853752967
,,,,,,,,,,,,,,,,,0.858582174,0.893724817,0.895144103,,0.798378351,0.849789566,0.854302976
,,,,,,,,,,,,,,,,,0.858067997,0.892693988,0.893661999,,0.798658539,0.849420903,0.853921845
,,,,,,,,,,,,,,,,,0.857719634,0.893201992,0.894186784,,0.798372816,0.849231856,0.853791297
,,,,,,,,,,,,,,,,,0.858149908,0.893138115,0.89457295,,0.799625859,0.851189946,0.85552694
,,,,,,,,,,,,,,,,,0.858347797,0.892986585,0.894586591,,0.799497564,0.849803711,0.854350578
,,,,,,,,,,,,,,,,,0.85877165,0.893418064,0.895232795,,0.799156898,0.850311669,0.854792814
,,,,,,,,,,,,,,,,,0.858893988,0.893913518,0.895296567,,0.798983706,0.849547469,0.854070342
,,,,,,,,,,,,,,,,,0.858240235,0.892894967,0.894172861,,0.799189912,0.850063627,0.854625665
,,,,,,,,,,,,,,,,,0.857895377,0.892692886,0.893886325,,0.798801091,0.850839952,0.855404915
,,,,,,,,,,,,,,,,,0.858301733,0.893996958,0.895237101,,0.798785232,0.849827349,0.854234831
,,,,,,,,,,,,,,,,,0.858719771,0.893111419,0.894329197,,0.79948428,0.849912601,0.854396391
,,,,,,,,,,,,,,,,,0.857966147,0.893378722,0.894699505,,0.799600715,0.849809942,0.854415177
,,,,,,,,,,,,,,,,,0.85839105,0.893632135,0.895025092,,0.799467808,0.849165949,0.85369186
,,,,,,,,,,,,,,,,,0.858762756,0.893545751,0.894808202,,0.798762993,0.850072765,0.854602772
,,,,,,,,,,,,,,,,,0.858191596,0.893087344,0.894285102,,0.79873236,0.850054921,0.854499971
,,,,,,,,,,,,,,,,,0.858488484,0.892548276,0.893389428,,0.799517295,0.85000139,0.854540388
,,,,,,,,,,,,,,,,,0.8584808,0.893323492,0.894527434,,0.799415757,0.85004571,0.85448672
,,,,,,,,,,,,,,,,,0.859036784,0.893022413,0.894604434,,0.799600136,0.850116483,0.854712137
,,,,,,,,,,,,,,,,,0.858942778,0.893580367,0.894482294,,0.799320013,0.848314601,0.852818891
,,,,,,,,,,,,,,,,,0.858564113,0.893165742,0.893886761,,0.799167422,0.850534081,0.855079754
,,,,,,,,,,,,,,,,,0.858667199,0.892623452,0.893905358,,0.799307308,0.850322508,0.854826062
,,,,,,,,,,,,,,,,,0.858449408,0.89363104,0.894832097,,0.800098172,0.849843561,0.854359257
,,,,,,,,,,,,,,,,,0.858932709,0.893085298,0.894592534,,0.800490177,0.850681459,0.855199018
,,,,,,,,,,,,,,,,,0.858648579,0.894014848,0.895438026,,0.80020587,0.8510254,0.855515332
,,,,,,,,,,,,,,,,,0.858356311,0.893468817,0.894578246,,0.800549439,0.850546341,0.855149192
,,,,,,,,,,,,,,,,,0.858354831,0.892796565,0.893713622,,0.800312211,0.84969293,0.854076644
,,,,,,,,,,,,,,,,,0.858295642,0.892726409,0.893969662,,0.800093017,0.849937943,0.854421499
,,,,,,,,,,,,,,,,,0.857777334,0.892962062,0.894071936,,0.799620409,0.851459899,0.855900264
,,,,,,,,,,,,,,,,,0.859017576,0.892703288,0.893714762,,0.800209094,0.850041179,0.854478159
,,,,,,,,,,,,,,,,,0.858566665,0.893091182,0.894222032,,0.799919723,0.850771775,0.855275191
,,,,,,,,,,,,,,,,,0.859347934,0.892584185,0.893805372,,0.799151516,0.849900241,0.854457306
,,,,,,,,,,,,,,,,,0.859153472,0.893336701,0.894788718,,0.799137946,0.849742412,0.854348224
,,,,,,,,,,,,,,,,,0.858877629,0.894740741,0.895897646,,0.799485369,0.850254732,0.854719639
,,,,,,,,,,,,,,,,,0.858949786,0.894090617,0.894996477,,0.799413406,0.850192295,0.854699181
,,,,,,,,,,,,,,,,,0.859135495,0.892825397,0.893903761,,0.799012002,0.849344065,0.853900849
,,,,,,,,,,,,,,,,,0.859407921,0.893119266,0.894457867,,0.800056767,0.850712532,0.855210396
,,,,,,,,,,,,,,,,,0.858566254,0.894339432,0.89546913,,0.799213317,0.849881968,0.854531624
,,,,,,,,,,,,,,,,,0.859299069,0.893861041,0.895043977,,0.800035977,0.850920708,0.85526766
,,,,,,,,,,,,,,,,,0.859887176,0.89404574,0.895297406,,0.799674095,0.849730026,0.854235285
,,,,,,,,,,,,,,,,,0.859477347,0.895373205,0.896132816,,0.800161949,0.850729606,0.855173895
,,,,,,,,,,,,,,,,,0.859268296,0.89368423,0.894597564,,0.79967537,0.850136827,0.85467915
,,,,,,,,,,,,,,,,,0.858953641,0.893292452,0.894277854,,0.800537284,0.850831546,0.855225605
,,,,,,,,,,,,,,,,,0.859382897,0.892707295,0.89378995,,0.79989152,0.849263166,0.853837623
,,,,,,,,,,,,,,,,,0.859252952,0.892869896,0.89367816,,0.800442804,0.850369436,0.854808441
,,,,,,,,,,,,,,,,,0.859153598,0.894036345,0.89464597,,0.80021541,0.850881776,0.855325819
,,,,,,,,,,,,,,,,,0.859122636,0.893676495,0.894644822,,0.799363242,0.849286867,0.853797628
,,,,,,,,,,,,,,,,,0.859371678,0.892837458,0.893566236,,0.80006037,0.850349872,0.854885534
,,,,,,,,,,,,,,,,,0.85923443,0.894251303,0.894898829,,0.800603351,0.851435309,0.855838025
,,,,,,,,,,,,,,,,,0.85985531,0.894051015,0.895062198,,0.800422895,0.849629341,0.854028489
,,,,,,,,,,,,,,,,,0.860031579,0.894656013,0.895641037,,0.800462053,0.851218993,0.855604167
